token,n,logprob
scrutinized,1.0,-7.0707241072602764
st,1.0,-7.0707241072602764
cohen,1.0,-7.0707241072602764
pound,1.0,-7.0707241072602764
gente,1.0,-7.0707241072602764
wold,1.0,-7.0707241072602764
journeys,1.0,-7.0707241072602764
monica,1.0,-7.0707241072602764
www.alphansotech.com,1.0,-7.0707241072602764
elisa,1.0,-7.0707241072602764
selective,1.0,-7.0707241072602764
emily,1.0,-7.0707241072602764
abandoned,1.0,-7.0707241072602764
bharat,1.0,-7.0707241072602764
receptionist,1.0,-7.0707241072602764
excuse,1.0,-7.0707241072602764
recieved,1.0,-7.0707241072602764
p's,1.0,-7.0707241072602764
stewart,1.0,-7.0707241072602764
split,1.0,-7.0707241072602764
noelle,1.0,-7.0707241072602764
cabinets,1.0,-7.0707241072602764
soren,1.0,-7.0707241072602764
phone,1.0,-7.0707241072602764
lado,1.0,-7.0707241072602764
larsoke4,1.0,-7.0707241072602764
ban,1.0,-7.0707241072602764
approved,1.0,-7.0707241072602764
gummy,1.0,-7.0707241072602764
ingredients,1.0,-7.0707241072602764
florad1,1.0,-7.0707241072602764
ecommercehit.com,1.0,-7.0707241072602764
naira,1.0,-7.0707241072602764
hape,1.0,-7.0707241072602764
31st,1.0,-7.0707241072602764
rent,1.0,-7.0707241072602764
uraia,1.0,-7.0707241072602764
nipun,1.0,-7.0707241072602764
designated,1.0,-7.0707241072602764
ambitious,1.0,-7.0707241072602764
cooperation,1.0,-7.0707241072602764
bacon,1.0,-7.0707241072602764
gc,1.0,-7.0707241072602764
ambiance,1.0,-7.0707241072602764
ritta,1.0,-7.0707241072602764
nairobigermansausage,1.0,-7.0707241072602764
solanki,1.0,-7.0707241072602764
suburbs,1.0,-7.0707241072602764
urinals,1.0,-7.0707241072602764
fresh,1.0,-7.0707241072602764
blueberry,1.0,-7.0707241072602764
supermarkets,1.0,-7.0707241072602764
585,1.0,-7.0707241072602764
quit,1.0,-7.0707241072602764
customer’s,1.0,-7.0707241072602764
accounted,1.0,-7.0707241072602764
breastfeeding,1.0,-7.0707241072602764
grew,1.0,-7.0707241072602764
bottled,1.0,-7.0707241072602764
india.i,1.0,-7.0707241072602764
243,1.0,-7.0707241072602764
mando,1.0,-7.0707241072602764
noticed,1.0,-7.0707241072602764
kulwantadvisory.com,1.0,-7.0707241072602764
dump,1.0,-7.0707241072602764
demasiado,1.0,-7.0707241072602764
revamping,1.0,-7.0707241072602764
accountant,1.0,-7.0707241072602764
adloveskill,1.0,-7.0707241072602764
charts,1.0,-7.0707241072602764
interior,1.0,-7.0707241072602764
clubs,1.0,-7.0707241072602764
pat,1.0,-7.0707241072602764
cute,1.0,-7.0707241072602764
peu,1.0,-7.0707241072602764
breathe,1.0,-7.0707241072602764
flight,1.0,-7.0707241072602764
server,1.0,-7.0707241072602764
power,1.0,-7.0707241072602764
propones,1.0,-7.0707241072602764
goodness,1.0,-7.0707241072602764
doubled,1.0,-7.0707241072602764
www.arnulfooxlaj.com,1.0,-7.0707241072602764
exports,1.0,-7.0707241072602764
slows,1.0,-7.0707241072602764
p3psbwhbs1a,1.0,-7.0707241072602764
9947,1.0,-7.0707241072602764
rebekah,1.0,-7.0707241072602764
yr,1.0,-7.0707241072602764
julie,1.0,-7.0707241072602764
eastern,1.0,-7.0707241072602764
manny,1.0,-7.0707241072602764
gov,1.0,-7.0707241072602764
careersource,1.0,-7.0707241072602764
cma,1.0,-7.0707241072602764
koziba,1.0,-7.0707241072602764
terribly,1.0,-7.0707241072602764
carr,1.0,-7.0707241072602764
hmm,1.0,-7.0707241072602764
stress,1.0,-7.0707241072602764
habib,1.0,-7.0707241072602764
www.duvetlife.com,1.0,-7.0707241072602764
load,1.0,-7.0707241072602764
accreditation,1.0,-7.0707241072602764
319,1.0,-7.0707241072602764
uwt,1.0,-7.0707241072602764
libre,1.0,-7.0707241072602764
br,1.0,-7.0707241072602764
herancorp,1.0,-7.0707241072602764
fba,1.0,-7.0707241072602764
ezzy,1.0,-7.0707241072602764
wu,1.0,-7.0707241072602764
agyemang,1.0,-7.0707241072602764
kendra,1.0,-7.0707241072602764
save,1.0,-7.0707241072602764
www.nysmclothing.com,1.0,-7.0707241072602764
soup,1.0,-7.0707241072602764
fillet,1.0,-7.0707241072602764
contemplating,1.0,-7.0707241072602764
1845,1.0,-7.0707241072602764
130,1.0,-7.0707241072602764
pasos,1.0,-7.0707241072602764
skills,1.0,-7.0707241072602764
jepell,1.0,-7.0707241072602764
competencies,1.0,-7.0707241072602764
millions,1.0,-7.0707241072602764
kehinde,1.0,-7.0707241072602764
substantially,1.0,-7.0707241072602764
tannis.it's,1.0,-7.0707241072602764
tanks,1.0,-7.0707241072602764
devon,1.0,-7.0707241072602764
1099,1.0,-7.0707241072602764
audio,1.0,-7.0707241072602764
contacted,1.0,-7.0707241072602764
caller,1.0,-7.0707241072602764
pradesh,1.0,-7.0707241072602764
727b241a,1.0,-7.0707241072602764
serena,1.0,-7.0707241072602764
grupo,1.0,-7.0707241072602764
finethreadschicago.com,1.0,-7.0707241072602764
system,1.0,-7.0707241072602764
escribir,1.0,-7.0707241072602764
intruded,1.0,-7.0707241072602764
adriane,1.0,-7.0707241072602764
evolve,1.0,-7.0707241072602764
5555,1.0,-7.0707241072602764
recipes,1.0,-7.0707241072602764
jessica,1.0,-7.0707241072602764
advancing,1.0,-7.0707241072602764
machine,1.0,-7.0707241072602764
literacy,1.0,-7.0707241072602764
www.shopify.com,1.0,-7.0707241072602764
teamwork,1.0,-7.0707241072602764
uniglobalaccess.audie,1.0,-7.0707241072602764
shelves,1.0,-7.0707241072602764
auf,1.0,-7.0707241072602764
shray,1.0,-7.0707241072602764
gis,1.0,-7.0707241072602764
mirar,1.0,-7.0707241072602764
route,1.0,-7.0707241072602764
dejo,1.0,-7.0707241072602764
blessings,1.0,-7.0707241072602764
budgetary,1.0,-7.0707241072602764
decorated,1.0,-7.0707241072602764
infants,1.0,-7.0707241072602764
shritej,1.0,-7.0707241072602764
omargbarraza,1.0,-7.0707241072602764
urgency,1.0,-7.0707241072602764
storing,1.0,-7.0707241072602764
9.30,1.0,-7.0707241072602764
puzzle,1.0,-7.0707241072602764
albeit,1.0,-7.0707241072602764
sears,1.0,-7.0707241072602764
yoetz.org,1.0,-7.0707241072602764
shipment,1.0,-7.0707241072602764
nelson,1.0,-7.0707241072602764
mascha,1.0,-7.0707241072602764
guadalajara,1.0,-7.0707241072602764
swim,1.0,-7.0707241072602764
889,1.0,-7.0707241072602764
"2,000",1.0,-7.0707241072602764
benjenonline,1.0,-7.0707241072602764
378,1.0,-7.0707241072602764
parking,1.0,-7.0707241072602764
nails,1.0,-7.0707241072602764
wensheng,1.0,-7.0707241072602764
poshdiamonds,1.0,-7.0707241072602764
typical,1.0,-7.0707241072602764
sheryl,1.0,-7.0707241072602764
halo,1.0,-7.0707241072602764
tenido,1.0,-7.0707241072602764
chrissy,1.0,-7.0707241072602764
conferences,1.0,-7.0707241072602764
l'aide,1.0,-7.0707241072602764
landed,1.0,-7.0707241072602764
nigerians,1.0,-7.0707241072602764
tube,1.0,-7.0707241072602764
undertake,1.0,-7.0707241072602764
guarav,1.0,-7.0707241072602764
franziska,1.0,-7.0707241072602764
1st,1.0,-7.0707241072602764
mesh,1.0,-7.0707241072602764
enact,1.0,-7.0707241072602764
pb,1.0,-7.0707241072602764
triple,1.0,-7.0707241072602764
recruiters,1.0,-7.0707241072602764
loechel,1.0,-7.0707241072602764
alternatively,1.0,-7.0707241072602764
cpas,1.0,-7.0707241072602764
dun,1.0,-7.0707241072602764
cusp,1.0,-7.0707241072602764
louisa,1.0,-7.0707241072602764
october,1.0,-7.0707241072602764
postmates,1.0,-7.0707241072602764
goradia,1.0,-7.0707241072602764
ein,1.0,-7.0707241072602764
939,1.0,-7.0707241072602764
approach,1.0,-7.0707241072602764
stylists,1.0,-7.0707241072602764
alter,1.0,-7.0707241072602764
piper,1.0,-7.0707241072602764
swing,1.0,-7.0707241072602764
fails,1.0,-7.0707241072602764
gamer,1.0,-7.0707241072602764
pj,1.0,-7.0707241072602764
mayor,1.0,-7.0707241072602764
disciple,1.0,-7.0707241072602764
sjyates,1.0,-7.0707241072602764
entreprenuer,1.0,-7.0707241072602764
disclosure,1.0,-7.0707241072602764
hottest,1.0,-7.0707241072602764
meaning,1.0,-7.0707241072602764
killed,1.0,-7.0707241072602764
mindy,1.0,-7.0707241072602764
happend,1.0,-7.0707241072602764
unions,1.0,-7.0707241072602764
trait,1.0,-7.0707241072602764
issue,1.0,-7.0707241072602764
expand,1.0,-7.0707241072602764
33,1.0,-7.0707241072602764
exceptionally,1.0,-7.0707241072602764
matchmaking,1.0,-7.0707241072602764
smile,1.0,-7.0707241072602764
601,1.0,-7.0707241072602764
teen,1.0,-7.0707241072602764
marco,1.0,-7.0707241072602764
tandon,1.0,-7.0707241072602764
634,1.0,-7.0707241072602764
alan,1.0,-7.0707241072602764
patents,1.0,-7.0707241072602764
ved,1.0,-7.0707241072602764
redirect,1.0,-7.0707241072602764
domination,1.0,-7.0707241072602764
actual,1.0,-7.0707241072602764
bodii,1.0,-7.0707241072602764
molding,1.0,-7.0707241072602764
concepto,1.0,-7.0707241072602764
carole,1.0,-7.0707241072602764
reviews,1.0,-7.0707241072602764
22nd,1.0,-7.0707241072602764
feng,1.0,-7.0707241072602764
heaven,1.0,-7.0707241072602764
horizon,1.0,-7.0707241072602764
9135,1.0,-7.0707241072602764
halls,1.0,-7.0707241072602764
includes,1.0,-7.0707241072602764
grandmother,1.0,-7.0707241072602764
qa,1.0,-7.0707241072602764
layouts,1.0,-7.0707241072602764
horse,1.0,-7.0707241072602764
kuumba,1.0,-7.0707241072602764
acá,1.0,-7.0707241072602764
recyclables,1.0,-7.0707241072602764
zambia,1.0,-7.0707241072602764
rabbit,1.0,-7.0707241072602764
mailbox,1.0,-7.0707241072602764
rio,1.0,-7.0707241072602764
2019,1.0,-7.0707241072602764
sg,1.0,-7.0707241072602764
51,1.0,-7.0707241072602764
stability,1.0,-7.0707241072602764
british,1.0,-7.0707241072602764
bennett,1.0,-7.0707241072602764
seguros,1.0,-7.0707241072602764
giants,1.0,-7.0707241072602764
figured,1.0,-7.0707241072602764
myphuongn,1.0,-7.0707241072602764
woke,1.0,-7.0707241072602764
330,1.0,-7.0707241072602764
llama,1.0,-7.0707241072602764
rose,1.0,-7.0707241072602764
leverage,1.0,-7.0707241072602764
dian,1.0,-7.0707241072602764
wesbite,1.0,-7.0707241072602764
screening,1.0,-7.0707241072602764
worded,1.0,-7.0707241072602764
christi,1.0,-7.0707241072602764
surveys,1.0,-7.0707241072602764
cofounders,1.0,-7.0707241072602764
distributorship,1.0,-7.0707241072602764
sea,1.0,-7.0707241072602764
rotary,1.0,-7.0707241072602764
juncture,1.0,-7.0707241072602764
wraps,1.0,-7.0707241072602764
amazed,1.0,-7.0707241072602764
boards,1.0,-7.0707241072602764
tags,1.0,-7.0707241072602764
doe,1.0,-7.0707241072602764
gujarat,1.0,-7.0707241072602764
sofrito,1.0,-7.0707241072602764
maximizing,1.0,-7.0707241072602764
varun,1.0,-7.0707241072602764
brand's,1.0,-7.0707241072602764
disposition,1.0,-7.0707241072602764
performing,1.0,-7.0707241072602764
operates,1.0,-7.0707241072602764
ties,1.0,-7.0707241072602764
mailing,1.0,-7.0707241072602764
zoran,1.0,-7.0707241072602764
3p,1.0,-7.0707241072602764
rae,1.0,-7.0707241072602764
yannic,1.0,-7.0707241072602764
specs,1.0,-7.0707241072602764
aus,1.0,-7.0707241072602764
gautamsharma,1.0,-7.0707241072602764
chargebliss.com,1.0,-7.0707241072602764
accessibility,1.0,-7.0707241072602764
gaps,1.0,-7.0707241072602764
makoele,1.0,-7.0707241072602764
days,1.0,-7.0707241072602764
kpis,1.0,-7.0707241072602764
fulfill,1.0,-7.0707241072602764
neglect,1.0,-7.0707241072602764
restart,1.0,-7.0707241072602764
punish,1.0,-7.0707241072602764
blends,1.0,-7.0707241072602764
requisite,1.0,-7.0707241072602764
product.you,1.0,-7.0707241072602764
adhd,1.0,-7.0707241072602764
thea,1.0,-7.0707241072602764
sites.for,1.0,-7.0707241072602764
comedy,1.0,-7.0707241072602764
stomach,1.0,-7.0707241072602764
anne,1.0,-7.0707241072602764
adviser,1.0,-7.0707241072602764
chiller,1.0,-7.0707241072602764
overbooked,1.0,-7.0707241072602764
priority,1.0,-7.0707241072602764
headings,1.0,-7.0707241072602764
village,1.0,-7.0707241072602764
alec,1.0,-7.0707241072602764
setup,1.0,-7.0707241072602764
deepthi,1.0,-7.0707241072602764
live.com,1.0,-7.0707241072602764
aura,1.0,-7.0707241072602764
inch,1.0,-7.0707241072602764
exit,1.0,-7.0707241072602764
respectful,1.0,-7.0707241072602764
sudip,1.0,-7.0707241072602764
compile,1.0,-7.0707241072602764
receivable,1.0,-7.0707241072602764
remodel,1.0,-7.0707241072602764
enterpreneur,1.0,-7.0707241072602764
loi,1.0,-7.0707241072602764
jensen,1.0,-7.0707241072602764
packaging,1.0,-7.0707241072602764
pierre,1.0,-7.0707241072602764
jet,1.0,-7.0707241072602764
unpredictable,1.0,-7.0707241072602764
abide,1.0,-7.0707241072602764
jannikhansenuk,1.0,-7.0707241072602764
liberia,1.0,-7.0707241072602764
writings,1.0,-7.0707241072602764
leanna,1.0,-7.0707241072602764
pen,1.0,-7.0707241072602764
witnessed,1.0,-7.0707241072602764
518,1.0,-7.0707241072602764
candle,1.0,-7.0707241072602764
agderian,1.0,-7.0707241072602764
sift,1.0,-7.0707241072602764
facilitating,1.0,-7.0707241072602764
delighted,1.0,-7.0707241072602764
stocks,1.0,-7.0707241072602764
selfies,1.0,-7.0707241072602764
condense,1.0,-7.0707241072602764
tag,1.0,-7.0707241072602764
mandi,1.0,-7.0707241072602764
market.i,1.0,-7.0707241072602764
stating,1.0,-7.0707241072602764
invitación,1.0,-7.0707241072602764
dvd,1.0,-7.0707241072602764
endeavors,1.0,-7.0707241072602764
wasteful,1.0,-7.0707241072602764
craftstar,1.0,-7.0707241072602764
august,1.0,-7.0707241072602764
sacar,1.0,-7.0707241072602764
solvent,1.0,-7.0707241072602764
8616,1.0,-7.0707241072602764
sense,1.0,-7.0707241072602764
facebook.com,1.0,-7.0707241072602764
frustrating,1.0,-7.0707241072602764
holders,1.0,-7.0707241072602764
people's,1.0,-7.0707241072602764
pelletier,1.0,-7.0707241072602764
enterprisings,1.0,-7.0707241072602764
abdul,1.0,-7.0707241072602764
improves,1.0,-7.0707241072602764
relax,1.0,-7.0707241072602764
jackets,1.0,-7.0707241072602764
fiona,1.0,-7.0707241072602764
myth,1.0,-7.0707241072602764
travel,1.0,-7.0707241072602764
desarrollo,1.0,-7.0707241072602764
frame,1.0,-7.0707241072602764
dependencies,1.0,-7.0707241072602764
subhashis,1.0,-7.0707241072602764
unsuccessful,1.0,-7.0707241072602764
prescribe,1.0,-7.0707241072602764
devise,1.0,-7.0707241072602764
mastery,1.0,-7.0707241072602764
hearty,1.0,-7.0707241072602764
notification,1.0,-7.0707241072602764
tweak,1.0,-7.0707241072602764
sugar,1.0,-7.0707241072602764
efectiva,1.0,-7.0707241072602764
disappeared,1.0,-7.0707241072602764
landscaping,1.0,-7.0707241072602764
ayudarme,1.0,-7.0707241072602764
hub.org,1.0,-7.0707241072602764
expert's,1.0,-7.0707241072602764
acumen,1.0,-7.0707241072602764
5,1.0,-7.0707241072602764
interviewing,1.0,-7.0707241072602764
weird,1.0,-7.0707241072602764
banned,1.0,-7.0707241072602764
benefits,1.0,-7.0707241072602764
ey,1.0,-7.0707241072602764
biological,1.0,-7.0707241072602764
committed,1.0,-7.0707241072602764
glen,1.0,-7.0707241072602764
hypertension,1.0,-7.0707241072602764
spreads,1.0,-7.0707241072602764
approximate,1.0,-7.0707241072602764
incase,1.0,-7.0707241072602764
emotionally,1.0,-7.0707241072602764
675,1.0,-7.0707241072602764
invaluable,1.0,-7.0707241072602764
acceptance,1.0,-7.0707241072602764
mugisha,1.0,-7.0707241072602764
deliberate,1.0,-7.0707241072602764
midwest,1.0,-7.0707241072602764
unproductive,1.0,-7.0707241072602764
pets,1.0,-7.0707241072602764
michal,1.0,-7.0707241072602764
ashleigh,1.0,-7.0707241072602764
assortments,1.0,-7.0707241072602764
pot,1.0,-7.0707241072602764
processed,1.0,-7.0707241072602764
dedication,1.0,-7.0707241072602764
fridays,1.0,-7.0707241072602764
tying,1.0,-7.0707241072602764
publication,1.0,-7.0707241072602764
posses,1.0,-7.0707241072602764
viewed,1.0,-7.0707241072602764
rajesh.dhawan,1.0,-7.0707241072602764
idiomas,1.0,-7.0707241072602764
docusign,1.0,-7.0707241072602764
sponsored,1.0,-7.0707241072602764
siguientes,1.0,-7.0707241072602764
restarting,1.0,-7.0707241072602764
african,1.0,-7.0707241072602764
alxdott,1.0,-7.0707241072602764
outlet,1.0,-7.0707241072602764
guitar,1.0,-7.0707241072602764
compassion,1.0,-7.0707241072602764
charcoal,1.0,-7.0707241072602764
revamped,1.0,-7.0707241072602764
block,1.0,-7.0707241072602764
podcasts,1.0,-7.0707241072602764
disagree,1.0,-7.0707241072602764
balances,1.0,-7.0707241072602764
disturb,1.0,-7.0707241072602764
342,1.0,-7.0707241072602764
society,1.0,-7.0707241072602764
919,1.0,-7.0707241072602764
footwear,1.0,-7.0707241072602764
participted,1.0,-7.0707241072602764
appoint.ly,1.0,-7.0707241072602764
nataunya,1.0,-7.0707241072602764
muleya,1.0,-7.0707241072602764
pertain,1.0,-7.0707241072602764
méxico,1.0,-7.0707241072602764
specializes,1.0,-7.0707241072602764
discard,1.0,-7.0707241072602764
remarketing,1.0,-7.0707241072602764
bastos,1.0,-7.0707241072602764
destroy,1.0,-7.0707241072602764
reacting,1.0,-7.0707241072602764
credential,1.0,-7.0707241072602764
programmer,1.0,-7.0707241072602764
15th,1.0,-7.0707241072602764
professions,1.0,-7.0707241072602764
sponge,1.0,-7.0707241072602764
kuti,1.0,-7.0707241072602764
vm,1.0,-7.0707241072602764
auction,1.0,-7.0707241072602764
feedbacks,1.0,-7.0707241072602764
solicited,1.0,-7.0707241072602764
2943,1.0,-7.0707241072602764
differentiators,1.0,-7.0707241072602764
nfp,1.0,-7.0707241072602764
pioneering,1.0,-7.0707241072602764
drank,1.0,-7.0707241072602764
collateral,1.0,-7.0707241072602764
yea,1.0,-7.0707241072602764
offline,1.0,-7.0707241072602764
manejo,1.0,-7.0707241072602764
spending,1.0,-7.0707241072602764
sincerly,1.0,-7.0707241072602764
composed,1.0,-7.0707241072602764
deepa,1.0,-7.0707241072602764
dfglobal.com,1.0,-7.0707241072602764
bd.org,1.0,-7.0707241072602764
110,1.0,-7.0707241072602764
northeast,1.0,-7.0707241072602764
april,1.0,-7.0707241072602764
giveaways,1.0,-7.0707241072602764
frames,1.0,-7.0707241072602764
tradeshows,1.0,-7.0707241072602764
hauling,1.0,-7.0707241072602764
delicate,1.0,-7.0707241072602764
programa,1.0,-7.0707241072602764
fica,1.0,-7.0707241072602764
akram,1.0,-7.0707241072602764
propongo,1.0,-7.0707241072602764
effort,1.0,-7.0707241072602764
205,1.0,-7.0707241072602764
develope,1.0,-7.0707241072602764
forget,1.0,-7.0707241072602764
cruise,1.0,-7.0707241072602764
trucking,1.0,-7.0707241072602764
connected,1.0,-7.0707241072602764
enter,1.0,-7.0707241072602764
retainer,1.0,-7.0707241072602764
your.html,1.0,-7.0707241072602764
países,1.0,-7.0707241072602764
candice,1.0,-7.0707241072602764
probable,1.0,-7.0707241072602764
pouyan,1.0,-7.0707241072602764
amenities,1.0,-7.0707241072602764
58,1.0,-7.0707241072602764
replies,1.0,-7.0707241072602764
july,1.0,-7.0707241072602764
produces,1.0,-7.0707241072602764
braingain,1.0,-7.0707241072602764
alibaba.com,1.0,-7.0707241072602764
proactive,1.0,-7.0707241072602764
sante,1.0,-7.0707241072602764
concierge,1.0,-7.0707241072602764
ibis,1.0,-7.0707241072602764
prop,1.0,-7.0707241072602764
612,1.0,-7.0707241072602764
64,1.0,-7.0707241072602764
revisar,1.0,-7.0707241072602764
propuesta,1.0,-7.0707241072602764
multiple,1.0,-7.0707241072602764
marshfield,1.0,-7.0707241072602764
labelled,1.0,-7.0707241072602764
participating,1.0,-7.0707241072602764
liberty,1.0,-7.0707241072602764
iphone,1.0,-7.0707241072602764
robinson,1.0,-7.0707241072602764
genome,1.0,-7.0707241072602764
courageous,1.0,-7.0707241072602764
jinnie,1.0,-7.0707241072602764
publisher,1.0,-7.0707241072602764
unleashed,1.0,-7.0707241072602764
bussiness,1.0,-7.0707241072602764
advised,1.0,-7.0707241072602764
sern,1.0,-7.0707241072602764
nut,1.0,-7.0707241072602764
pref,1.0,-7.0707241072602764
milestone,1.0,-7.0707241072602764
phelena,1.0,-7.0707241072602764
capture,1.0,-7.0707241072602764
philippa,1.0,-7.0707241072602764
kick,1.0,-7.0707241072602764
translated,1.0,-7.0707241072602764
hallo,1.0,-7.0707241072602764
solomon,1.0,-7.0707241072602764
kuhardiman,1.0,-7.0707241072602764
871,1.0,-7.0707241072602764
tiana,1.0,-7.0707241072602764
ebuka,1.0,-7.0707241072602764
collision,1.0,-7.0707241072602764
adicional,1.0,-7.0707241072602764
entertainers,1.0,-7.0707241072602764
dr,1.0,-7.0707241072602764
prints,1.0,-7.0707241072602764
610,1.0,-7.0707241072602764
breadwinner’s,1.0,-7.0707241072602764
apparently,1.0,-7.0707241072602764
plazo,1.0,-7.0707241072602764
lingani,1.0,-7.0707241072602764
hispanic,1.0,-7.0707241072602764
staff,1.0,-7.0707241072602764
tha,1.0,-7.0707241072602764
simplex.ai,1.0,-7.0707241072602764
township,1.0,-7.0707241072602764
62457,1.0,-7.0707241072602764
detecting,1.0,-7.0707241072602764
cet,1.0,-7.0707241072602764
3863,1.0,-7.0707241072602764
tipo,1.0,-7.0707241072602764
phuket,1.0,-7.0707241072602764
curso,1.0,-7.0707241072602764
thousands,1.0,-7.0707241072602764
manufactured,1.0,-7.0707241072602764
sharlene,1.0,-7.0707241072602764
queen,1.0,-7.0707241072602764
