token,n,logprob_0
bovine,8,-12.972735122646352
hmmmmm,6,-13.260417195098132
haggard,10,-12.749591571332141
dheyward,9,-12.854952086989968
wikistalked,8,-12.972735122646352
discard,48,-11.180975653418297
glasgow,30,-11.650979282664032
shushi,8,-12.972735122646352
unhealthy,21,-12.007654226602764
extreemly,3,-13.953564375658077
adorable,6,-13.260417195098132
whod,23,-11.916682448397038
viscous,5,-13.442738751892087
sas,33,-11.555669102859706
to,17,-12.218963320269971
mg,41,-11.33860459762188
equation,227,-9.627226646844784
dy,10,-12.749591571332141
nan,9,-12.854952086989968
bolton,36,-11.468657725870077
barrymore,13,-12.48722730686465
lubbock,4,-13.665882303206297
karate,59,-10.974639220420467
smee,4,-13.665882303206297
lashing,8,-12.972735122646352
tact,22,-11.961134210967872
profoundly,27,-11.756339798321859
traded,25,-11.833300839457987
simmer,8,-12.972735122646352
dana,33,-11.555669102859706
scallon,5,-13.442738751892087
moniter,5,-13.442738751892087
proceeding,87,-10.586268545671604
availabe,5,-13.442738751892087
mack,7,-13.106266515270875
caturday,2,-14.359029483766243
gendarmerie,5,-13.442738751892087
psp,22,-11.961134210967872
pj,19,-12.107737685159748
ria,9,-12.854952086989968
judiciary,26,-11.794080126304705
templating,14,-12.41311933471093
rascist,6,-13.260417195098132
targetting,8,-12.972735122646352
alis,8,-12.972735122646352
trustworthy,52,-11.10093294574476
lolcats,2,-14.359029483766243
disambiguated,36,-11.468657725870077
intrusion,21,-12.007654226602764
pacify,7,-13.106266515270875
tiamut,11,-12.654281391527817
softly,4,-13.665882303206297
exonerate,19,-12.107737685159748
twain,30,-11.650979282664032
admonish,27,-11.756339798321859
mediate,89,-10.563540294594048
farewell,20,-12.056444390772196
inescapable,8,-12.972735122646352
metaphor,42,-11.314507046042818
persia,79,-10.682728811859166
spiel,4,-13.665882303206297
ucs,10,-12.749591571332141
forbes,87,-10.586268545671604
ligitimate,5,-13.442738751892087
responsiblity,7,-13.106266515270875
belgian,46,-11.223535267837093
uss,45,-11.245514174555868
juan,57,-11.009125396491637
montoya,9,-12.854952086989968
komodo,5,-13.442738751892087
vandalisim,12,-12.567270014538186
umpire,10,-12.749591571332141
tamil,207,-9.719457871060818
priviledge,5,-13.442738751892087
cetera,19,-12.107737685159748
mongolic,5,-13.442738751892087
asiatic,26,-11.794080126304705
shield,99,-10.457056814191597
stoopid,4,-13.665882303206297
billcj,13,-12.48722730686465
ballbag,2,-14.359029483766243
conquer,112,-10.333677793031093
pearse,11,-12.654281391527817
connolly,11,-12.654281391527817
belittle,45,-11.245514174555868
schoolyard,3,-13.953564375658077
bossy,9,-12.854952086989968
hugh,35,-11.496828602836773
iom,6,-13.260417195098132
jfw,9,-12.854952086989968
obscurity,19,-12.107737685159748
bryn,6,-13.260417195098132
hooper,6,-13.260417195098132
byron,21,-12.007654226602764
hyde,19,-12.107737685159748
alpinist,10,-12.749591571332141
dismissal,45,-11.245514174555868
wessely,41,-11.33860459762188
chomsky,38,-11.414590504599802
fud,8,-12.972735122646352
masterpiece,21,-12.007654226602764
interpretive,15,-12.344126463223978
acquainted,29,-11.684880834339713
visceral,6,-13.260417195098132
blake,27,-11.756339798321859
manipulator,9,-12.854952086989968
zealander,16,-12.279587942086406
jungle,43,-11.290976548632624
oclock,16,-12.279587942086406
owl,55,-11.044843479093716
parcel,15,-12.344126463223978
indoctrinate,10,-12.749591571332141
sandpit,3,-13.953564375658077
logan,40,-11.36329721021225
privately,75,-10.734688550789876
remarkably,30,-11.650979282664032
cruelty,23,-11.916682448397038
unkind,13,-12.48722730686465
tru,7,-13.106266515270875
8px,246,-9.546845128393825
0px,135,-10.146901885887758
mainpagebg,344,-9.211535006952788
f5fffa,1253,-7.918880709430119
groan,4,-13.665882303206297
cocktail,42,-11.314507046042818
rehearsal,6,-13.260417195098132
lap,46,-11.223535267837093
forcibly,20,-12.056444390772196
growl,4,-13.665882303206297
widen,19,-12.107737685159748
sidestep,11,-12.654281391527817
kurts,1,-15.052176664326188
daves,4,-13.665882303206297
hiss,10,-12.749591571332141
maneuverability,4,-13.665882303206297
trapped,21,-12.007654226602764
seam,19,-12.107737685159748
unreleased,29,-11.684880834339713
infuse,7,-13.106266515270875
mcgeddon,21,-12.007654226602764
untoward,10,-12.749591571332141
democratically,16,-12.279587942086406
authorship,81,-10.657727509653748
meritocracy,1,-15.052176664326188
disparity,22,-11.961134210967872
competitive,64,-10.893293580966516
copt,11,-12.654281391527817
prowess,12,-12.567270014538186
collage,35,-11.496828602836773
alba,17,-12.218963320269971
timmy,3,-13.953564375658077
myanmar,49,-11.160356366215561
fortunate,18,-12.161804906430023
pats1,4,-13.665882303206297
wjbscribe,7,-13.106266515270875
deathly,16,-12.279587942086406
incoherent,118,-10.281492039860522
unemployment,35,-11.496828602836773
rabble,4,-13.665882303206297
falcon,61,-10.941302800152876
gw,66,-10.862521922299761
staffer,23,-11.916682448397038
bigelow,7,-13.106266515270875
cot,6,-13.260417195098132
stein,21,-12.007654226602764
iup,8,-12.972735122646352
transformation,70,-10.803681422276828
nativity,11,-12.654281391527817
bullock,13,-12.48722730686465
peach,9,-12.854952086989968
sinn,86,-10.597829368072679
probability,176,-9.881692669288036
presumptuous,20,-12.056444390772196
lier,7,-13.106266515270875
raj,45,-11.245514174555868
mansons,6,-13.260417195098132
halo,49,-11.160356366215561
canadas,25,-11.833300839457987
treasure,69,-10.818070159728927
cn,63,-10.909041937934655
sep,68,-10.83266895915008
uncritically,9,-12.854952086989968
cl,28,-11.719972154150984
proselytize,13,-12.48722730686465
archdiocese,7,-13.106266515270875
headquarters,52,-11.10093294574476
coordinate,232,-9.605439292659877
peta,40,-11.36329721021225
knowles,10,-12.749591571332141
preachy,5,-13.442738751892087
antivman,1,-15.052176664326188
awardhttp,1,-15.052176664326188
wikipe,7,-13.106266515270875
hawkinghttp,1,-15.052176664326188
tristan,8,-12.972735122646352
bloodline,18,-12.161804906430023
summons,15,-12.344126463223978
lightning,62,-10.925042279281096
att,25,-11.833300839457987
cyan,8,-12.972735122646352
anabolic,9,-12.854952086989968
steroid,52,-11.10093294574476
reload,17,-12.218963320269971
elkman,9,-12.854952086989968
medcab,8,-12.972735122646352
und,54,-11.063192617761914
laser,42,-11.314507046042818
hammond,14,-12.41311933471093
chrome,26,-11.794080126304705
dome,40,-11.36329721021225
ia,56,-11.026824973591038
garcia,25,-11.833300839457987
americorps,25,-11.833300839457987
nccc,45,-11.245514174555868
pundit,23,-11.916682448397038
bovard,11,-12.654281391527817
foxnews,28,-11.719972154150984
enterstageright,4,-13.665882303206297
1000americorps,4,-13.665882303206297
hardcover,8,-12.972735122646352
antecedent,11,-12.654281391527817
emergence,25,-11.833300839457987
mitigation,10,-12.749591571332141
demise,54,-11.063192617761914
jules,21,-12.007654226602764
berkshire,7,-13.106266515270875
iceland,47,-11.202029062616129
speedily,925,-8.222382926813763
unsalvageably,67,-10.847484044935221
weaselly,10,-12.749591571332141
insightful,13,-12.48722730686465
karaoke,5,-13.442738751892087
unflattering,14,-12.41311933471093
classy,12,-12.567270014538186
futility,9,-12.854952086989968
criminalwar,1,-15.052176664326188
tourette,8,-12.972735122646352
monarchy,85,-10.609525407835871
usta,13,-12.48722730686465
ndh,17,-12.218963320269971
nsdap,8,-12.972735122646352
loverofart,22,-11.961134210967872
exert,42,-11.314507046042818
intercede,6,-13.260417195098132
sandman,5,-13.442738751892087
caribbean,97,-10.477465685822805
infuriate,14,-12.41311933471093
pontic,26,-11.794080126304705
ww1,21,-12.007654226602764
gallipoli,8,-12.972735122646352
assimilate,46,-11.223535267837093
colonize,24,-11.874122833978241
bosnians,14,-12.41311933471093
serbians,5,-13.442738751892087
buh,3,-13.953564375658077
abrasive,21,-12.007654226602764
sexless,3,-13.953564375658077
suzanne,10,-12.749591571332141
a7,284,-9.403202426164981
strand,31,-11.618189459841041
viscount,5,-13.442738751892087
alban,7,-13.106266515270875
abominable,6,-13.260417195098132
promo,84,-10.621359865482875
andranikpasha,5,-13.442738751892087
andranik,8,-12.972735122646352
assimilation,33,-11.555669102859706
raman,7,-13.106266515270875
lunchables,1,-15.052176664326188
1lol,1,-15.052176664326188
cyanide,11,-12.654281391527817
tablet,37,-11.441258751681962
alec,23,-11.916682448397038
sideline,24,-11.874122833978241
checkusered,7,-13.106266515270875
legislature,54,-11.063192617761914
donation,92,-10.530388087277148
offline,101,-10.437056147484927
neverending,5,-13.442738751892087
mqm,3,-13.953564375658077
imran,9,-12.854952086989968
ul,18,-12.161804906430023
haq,7,-13.106266515270875
bhai,10,-12.749591571332141
mistreat,15,-12.344126463223978
hussain,17,-12.218963320269971
karachi,33,-11.555669102859706
electricity,70,-10.803681422276828
breeze,21,-12.007654226602764
extinct,53,-11.081884750774066
montanabw,15,-12.344126463223978
dominating,15,-12.344126463223978
sharon,52,-11.10093294574476
compass,44,-11.267987030407927
lev,10,-12.749591571332141
uhm,11,-12.654281391527817
nokia,16,-12.279587942086406
autobots,6,-13.260417195098132
gm,38,-11.414590504599802
sanger,31,-11.618189459841041
sari,6,-13.260417195098132
worn,52,-11.10093294574476
zia,5,-13.442738751892087
abet,7,-13.106266515270875
understatement,21,-12.007654226602764
noose,11,-12.654281391527817
moroccan,33,-11.555669102859706
undoubtedly,77,-10.708371242472504
deploy,59,-10.974639220420467
proclamation,30,-11.650979282664032
traitorous,3,-13.953564375658077
dearly,18,-12.161804906430023
alight,7,-13.106266515270875
mucus,5,-13.442738751892087
sinebot,20,-12.056444390772196
predominant,26,-11.794080126304705
xman52,1,-15.052176664326188
hopkins,36,-11.468657725870077
rapid,118,-10.281492039860522
woot,4,-13.665882303206297
dutchman,8,-12.972735122646352
cuddly,6,-13.260417195098132
latency,4,-13.665882303206297
akradecki,5,-13.442738751892087
bzuk,11,-12.654281391527817
nishkid,11,-12.654281391527817
decipher,23,-11.916682448397038
happiness,49,-11.160356366215561
rianna,6,-13.260417195098132
spectral,17,-12.218963320269971
trigonometric,5,-13.442738751892087
fourier,23,-11.916682448397038
dicklyon,28,-11.719972154150984
imaginative,15,-12.344126463223978
sinusoid,6,-13.260417195098132
gma,10,-12.749591571332141
zaido,1,-15.052176664326188
extravagant,5,-13.442738751892087
uproar,14,-12.41311933471093
phenomenal,15,-12.344126463223978
exceedingly,23,-11.916682448397038
netto,7,-13.106266515270875
exterminate,27,-11.756339798321859
poker,35,-11.496828602836773
heinous,8,-12.972735122646352
roi,19,-12.107737685159748
arrival,72,-10.775510545310132
discrete,35,-11.496828602836773
lag,25,-11.833300839457987
feelin,4,-13.665882303206297
oreo,4,-13.665882303206297
chocolate,52,-11.10093294574476
sukecchi,4,-13.665882303206297
uncontroversial,65,-10.87778939443055
unnecesary,7,-13.106266515270875
congressman,42,-11.314507046042818
missionary,67,-10.847484044935221
propogate,4,-13.665882303206297
tourettes,19,-12.107737685159748
pointlessly,7,-13.106266515270875
powerless,5,-13.442738751892087
enlightening,27,-11.756339798321859
suckin,1,-15.052176664326188
infallible,29,-11.684880834339713
momentary,7,-13.106266515270875
someway,7,-13.106266515270875
imagery,26,-11.794080126304705
multidimensional,7,-13.106266515270875
invaluable,25,-11.833300839457987
protestation,7,-13.106266515270875
rockpocket,13,-12.48722730686465
impoverished,11,-12.654281391527817
captor,8,-12.972735122646352
billcjs,1,-15.052176664326188
weasle,6,-13.260417195098132
crayon,4,-13.665882303206297
thos,7,-13.106266515270875
ezhava,9,-12.854952086989968
sultan,39,-11.38861501819654
malabar,19,-12.107737685159748
mysore,5,-13.442738751892087
dues,9,-12.854952086989968
forsake,7,-13.106266515270875
anthropology,62,-10.925042279281096
varma,5,-13.442738751892087
obedient,7,-13.106266515270875
anil,7,-13.106266515270875
raptor,19,-12.107737685159748
installation,48,-11.180975653418297
memorial,124,-10.23189509872115
su,45,-11.245514174555868
plymouth,31,-11.618189459841041
internationalist,5,-13.442738751892087
consortium,18,-12.161804906430023
geneva,23,-11.916682448397038
suitcase,6,-13.260417195098132
waterboarding,17,-12.218963320269971
glaze,10,-12.749591571332141
exaggeration,37,-11.441258751681962
treachery,10,-12.749591571332141
dash,93,-10.519577171172932
notate,4,-13.665882303206297
licensing,266,-9.468680355544489
tion,5,-13.442738751892087
offfuck,1,-15.052176664326188
overturn,103,-10.417447676096552
peeve,10,-12.749591571332141
mi5,11,-12.654281391527817
dorftrot,8,-12.972735122646352
faithed,4,-13.665882303206297
alc,6,-13.260417195098132
appology,8,-12.972735122646352
plase,7,-13.106266515270875
kincaid,9,-12.854952086989968
silk,38,-11.414590504599802
proclivity,3,-13.953564375658077
morass,6,-13.260417195098132
nac,4,-13.665882303206297
yadda,17,-12.218963320269971
disputable,14,-12.41311933471093
kola,3,-13.953564375658077
daytime,15,-12.344126463223978
darin,5,-13.442738751892087
goldberg,16,-12.279587942086406
ornament,7,-13.106266515270875
grateful,188,-9.815734701496238
unquestionably,30,-11.650979282664032
imus,7,-13.106266515270875
hoogstraten,7,-13.106266515270875
urs,8,-12.972735122646352
ezekiel,16,-12.279587942086406
geographic,136,-10.139521778590135
exegesis,10,-12.749591571332141
haik,5,-13.442738751892087
ping,140,-10.110534241716882
pong,10,-12.749591571332141
sandahl,2,-14.359029483766243
sobriety,5,-13.442738751892087
skopje,24,-11.874122833978241
zhang,16,-12.279587942086406
stefano,28,-11.719972154150984
sheeple,3,-13.953564375658077
ahunt,12,-12.567270014538186
swiftly,22,-11.961134210967872
akra,5,-13.442738751892087
came,5,-13.442738751892087
60kb,6,-13.260417195098132
kb,59,-10.974639220420467
responsable,5,-13.442738751892087
wikilove,183,-9.842690511484767
machina,3,-13.953564375658077
poofter,1,-15.052176664326188
insolence,4,-13.665882303206297
porky,5,-13.442738751892087
glaad,8,-12.972735122646352
guangdong,11,-12.654281391527817
eyesight,11,-12.654281391527817
ilovedirtbikes,6,-13.260417195098132
muhajirs,1,-15.052176664326188
centric,65,-10.87778939443055
orangemike,48,-11.180975653418297
zack,13,-12.48722730686465
obstinately,7,-13.106266515270875
anonimu,6,-13.260417195098132
baloney,10,-12.749591571332141
thigh,13,-12.48722730686465
cumulus,4,-13.665882303206297
regulatory,19,-12.107737685159748
wreak,17,-12.218963320269971
dalmatia,30,-11.650979282664032
benjiboi,4,-13.665882303206297
omnipresent,2,-14.359029483766243
commendable,18,-12.161804906430023
dedication,44,-11.267987030407927
duplicitous,8,-12.972735122646352
exhaustive,30,-11.650979282664032
spuriousness,8,-12.972735122646352
jackofoz,7,-13.106266515270875
bonjour,11,-12.654281391527817
oli,3,-13.953564375658077
dickheaditalic,1,-15.052176664326188
mosaic,19,-12.107737685159748
sesshomaru,10,-12.749591571332141
undergo,97,-10.477465685822805
inshallah,5,-13.442738751892087
kupcinet,20,-12.056444390772196
kades,7,-13.106266515270875
kade,9,-12.854952086989968
screwy,3,-13.953564375658077
nixons,11,-12.654281391527817
wildhartlivie,23,-11.916682448397038
watergate,23,-11.916682448397038
karyn,8,-12.972735122646352
karyns,3,-13.953564375658077
followup,28,-11.719972154150984
qu,29,-11.684880834339713
troubling,40,-11.36329721021225
nip,13,-12.48722730686465
chatham,16,-12.279587942086406
castrate,7,-13.106266515270875
wikipedist,6,-13.260417195098132
rabbinate,5,-13.442738751892087
sumple,8,-12.972735122646352
wbo,5,-13.442738751892087
unification,35,-11.496828602836773
linear,72,-10.775510545310132
michalczewski,2,-14.359029483766243
hbo,38,-11.414590504599802
vacant,19,-12.107737685159748
relinquish,10,-12.749591571332141
illegally,53,-11.081884750774066
burt,7,-13.106266515270875
espn,63,-10.909041937934655
gonzales,16,-12.279587942086406
allot,15,-12.344126463223978
middleweight,9,-12.854952086989968
lineal,16,-12.279587942086406
tomato,54,-11.063192617761914
sadness,7,-13.106266515270875
coatrack,29,-11.684880834339713
gloriously,4,-13.665882303206297
nominal,34,-11.525816139710026
tangentially,15,-12.344126463223978
gem,27,-11.756339798321859
fearless,9,-12.854952086989968
rc,45,-11.245514174555868
patroller,30,-11.650979282664032
leniency,9,-12.854952086989968
jimmys,6,-13.260417195098132
fandom,30,-11.650979282664032
fancruft,41,-11.33860459762188
ou,29,-11.684880834339713
ahhhh,7,-13.106266515270875
inquire,39,-11.38861501819654
hazara,64,-10.893293580966516
rosenthal,4,-13.665882303206297
possesion,6,-13.260417195098132
makeup,28,-11.719972154150984
lipstick,5,-13.442738751892087
childishly,10,-12.749591571332141
sama,5,-13.442738751892087
ashleigh,7,-13.106266515270875
cong,12,-12.567270014538186
traumatic,10,-12.749591571332141
